卫视,#genre#
军旅剧场,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw1807611386_-262631246/ott.mobaibox.com/PLTV/3/224/3221227603/index.m3u8
炫舞未来,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/wh7f454c46tw2582593423_1721070986/ott.mobaibox.com/PLTV/3/224/3221227475/index.m3u8
潮妈辣婆,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw1705588260_46164741/ott.mobaibox.com/PLTV/3/224/3221227527/index.m3u8
精品体育,http://[2409:8087:2001:20:2800:0:df6e:eb1b]:80/wh7f454c46tw2797725038_-2054878207/ott.mobaibox.com/PLTV/3/224/3221227615/index.m3u8
精品纪录,http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/wh7f454c46tw2837435881_530071425/ott.mobaibox.com/PLTV/3/224/3221227547/index.m3u8
家庭剧场,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw3441504651_1879058580/ott.mobaibox.com/PLTV/3/224/3221227600/index.m3u8
精品大剧,http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/wh7f454c46tw2817459161_-1430429466/ott.mobaibox.com/PLTV/3/224/3221227618/index.m3u8
军事评论,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/wh7f454c46tw3373254713_-1111569189/ott.mobaibox.com/PLTV/3/224/3221227544/index.m3u8
明星大片,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/wh7f454c46tw2856695654_946966165/ott.mobaibox.com/PLTV/3/224/3221227594/index.m3u8
东北热剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
纪实科教,http://[2409:8087:1400:26::1012]/PLTV/88888888/224/3221226472/index.m3u8#http://[2409:8087:1400:26::1012]/PLTV/88888888/224/3221226942/index.m3u8

辽宁,#genre#
辽宁北方,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226755/index.m3u8#http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227327/index.m3u8#http://[2409:8087:1400:26::1012]/PLTV/88888888/224/3221226865/index.m3u8#http://[2409:8087:1408:22::1010]/wh7f454c46tw1217291627_-1625665867/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226755/index.m3u8
辽宁影视剧,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226738/index.m3u8#http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227331/index.m3u8#http://[2409:8087:1408:22::1009]/wh7f454c46tw1127775022_-1408914259/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226738/index.m3u8
辽宁宜家购物,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226884/index.m3u8#http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227309/index.m3u8
辽宁经济,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226735/index.m3u8#http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227322/index.m3u8#http://[2409:8087:1400:26::1012]/PLTV/88888888/224/3221226504/index.m3u8#http://[2409:8087:1400:26::1012]/PLTV/88888888/224/3221226869/index.m3u8
辽宁体育,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226764/index.m3u8#http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227334/index.m3u8#http://[2409:8087:1400:26::1012]/PLTV/88888888/224/3221226508/index.m3u8#http://[2409:8087:1400:26::1012]/PLTV/88888888/224/3221226916/index.m3u8#http://[2409:8087:1408:22::1005]/wh7f454c46tw1148882706_-790688310/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226764/index.m3u8
辽宁都市,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227355/index.m3u8#http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226760/index.m3u8#http://[2409:8087:1400:26::1012]/PLTV/88888888/224/3221226524/index.m3u8#http://[2409:8087:1400:26::1012]/PLTV/88888888/224/3221226914/index.m3u8#http://[2409:8087:1408:26::111b]/wh7f454c46tw1105624017_1222960332/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226760/index.m3u8
辽宁移动电视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227328/index.m3u8#http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226982/index.m3u8#http://[2409:8087:1408:26::1144]/wh7f454c46tw2525957366_1274230870/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226982/index.m3u8
辽宁生活,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226761/index.m3u8#http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227319/index.m3u8#http://[2409:8087:1400:26::1012]/PLTV/88888888/224/3221226918/index.m3u8#http://[2409:8087:1408:26::1136]/wh7f454c46tw1176596257_-1958888124/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226761/index.m3u8
辽宁教育青少,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226763/index.m3u8#http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227297/index.m3u8
辽宁公共,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226766/index.m3u8#http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227224/index.m3u8#http://[2409:8087:1400:26::1012]/PLTV/88888888/224/3221226922/index.m3u8
辽宁影视,http://[2409:8087:1400:26::1012]/PLTV/88888888/224/3221226512/index.m3u8#http://[2409:8087:1400:26::1012]/PLTV/88888888/224/3221226861/index.m3u8
辽宁教育,http://[2409:8087:1400:26::1012]/PLTV/88888888/224/3221226863/index.m3u8
辽宁移动,http://[2409:8087:1400:26::1012]/PLTV/88888888/224/3221226717/index.m3u8#http://[2409:8087:1400:26::1012]/PLTV/88888888/224/3221226867/index.m3u8
辽宁宜佳购物,http://[2409:8087:1400:26::1012]/PLTV/88888888/224/3221226920/index.m3u8#http://[2409:8087:1400:26::1012]/PLTV/88888888/224/3221226624/index.m3u8#http://[2409:8087:1408:26::1104]/wh7f454c46tw1278535273_-162420260/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226884/index.m3u8
沈阳新闻综合,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226895/index.m3u8#http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227315/index.m3u8#http://[2409:8087:1408:26::1134]/wh7f454c46tw2575063276_-401693502/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226895/index.m3u8
沈阳新闻,http://[2409:8087:1400:26::1012]/PLTV/88888888/224/3221226593/index.m3u8#http://[2409:8087:1400:26::1012]/PLTV/88888888/224/3221226924/index.m3u8

北京,#genre#
北京纪实科教,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226730/index.m3u8#http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227294/index.m3u8#http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001329/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

少儿,#genre#
金鹰卡通,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227300/index.m3u8#http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226845/index.m3u8#http://[2409:8087:1408:26::1136]/wh7f454c46tw1348509117_766747827/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226845/index.m3u8#http://[2409:8087:1400:26::1012]/PLTV/88888888/224/3221226543/index.m3u8#http://[2409:8087:1400:26::1012]/PLTV/88888888/224/3221226940/index.m3u8

东方,#genre#
东方财经,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227307/index.m3u8#http://[2409:8087:1400:26::1012]/PLTV/88888888/224/3221226894/index.m3u8

数字付费,#genre#
CHC动作电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC高清电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

日本,#genre#
第一剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226959/index.m3u8
